SamplingTime,AccelerationX,AccelerationY,AccelerationZ,GyroX,GyroY,GyroZ,Subject,Activity
1759737453.97519,-0.227,-1.240196,-12.691364,-0.237856,0.167783,0.224108,1,WALK
1759737453.99504,-0.801758,-0.807744,-11.221324,0.300056,-0.463394,-0.174589,1,WALK
1759737454.01431,-1.685518,-1.189469,-9.225757,0.647847,-0.770616,-0.827419,1,WALK
1759737454.03519,-1.83725,-1.827674,-7.996783,0.593752,-0.53486,-1.290193,1,WALK
1759737454.05516,-1.646911,-2.637662,-7.542334,0.328744,-0.20384,-1.435891,1,WALK
1759737454.07519,-0.892439,-2.736872,-7.689727,0.068153,0.063246,-1.281342,1,WALK
1759737454.09505,-0.130634,-2.44463,-8.090007,-0.096031,0.270532,-0.930759,1,WALK
1759737454.11501,0.179864,-2.217031,-8.773851,-0.142198,0.420142,-0.603405,1,WALK
1759737454.13516,0.259322,-1.85386,-9.113828,-0.044596,0.32531,-0.383489,1,WALK
1759737454.15517,0.030825,-1.552341,-9.218873,0.084023,0.16708,-0.275879,1,WALK
1759737454.17519,-0.35524,-1.47827,-9.086594,0.104074,0.106397,-0.302172,1,WALK
1759737454.19507,-0.568473,-1.394772,-9.019107,0.041773,0.076166,-0.394594,1,WALK
1759737454.21519,-0.468515,-1.315464,-9.058462,0.063254,0.020526,-0.548808,1,WALK
1759737454.23519,-0.011073,-1.332972,-9.221567,0.181326,-0.051,-0.658877,1,WALK
1759737454.25516,0.349105,-1.566706,-9.007286,0.297557,-0.155105,-0.614857,1,WALK
1759737454.27520,0.596306,-1.889474,-8.544158,0.27168,-0.252866,-0.501038,1,WALK
1759737454.29508,0.817021,-2.10989,-8.438364,0.139015,-0.251256,-0.358296,1,WALK
1759737454.31432,0.942418,-2.199074,-8.562264,0.001248,-0.212592,-0.1704,1,WALK
1759737454.33519,1.005864,-2.183811,-9.024494,-0.055283,-0.191969,0.021338,1,WALK
1759737454.35516,1.057489,-1.987038,-9.560347,-0.043328,-0.178455,0.161406,1,WALK
1759737454.37519,0.845153,-2.104503,-9.787646,-0.063315,-0.197707,0.19737,1,WALK
1759737454.39509,0.535703,-2.573019,-10.182091,-0.127103,-0.156962,0.179316,1,WALK
1759737454.41519,1.029806,-2.618508,-10.545261,-0.258534,0.038894,0.254375,1,WALK
1759737454.43519,2.074127,-2.467823,-11.358093,-0.629334,0.3684,0.560097,1,WALK
1759737454.45510,2.401534,-2.239626,-12.119449,-0.947574,0.384316,0.969445,1,WALK
1759737454.47503,2.398242,-0.978181,-12.656797,-0.936396,0.081256,1.289382,1,WALK
1759737454.49511,1.295712,-0.50368,-12.65994,-0.536916,-0.26887,1.187119,1,WALK
1759737454.51519,0.15682,-0.389357,-11.278037,0.155255,-0.616937,0.59354,1,WALK
1759737454.53519,-0.386065,-0.780809,-9.460089,0.717621,-0.692014,-0.19833,1,WALK
1759737454.55426,-0.195127,-1.638681,-8.466645,0.950108,-0.338249,-0.751148,1,WALK
1759737454.57503,0.754772,-2.284667,-8.14672,0.943451,0.158063,-0.848392,1,WALK
